ID,Text,Entities,Relations
1070,“萨固密亚太技术研发中心核心竞争力便是设计原创能力技术。”萨固密中国投总经理陈勇说，研发中心是为区域发展提供支持和服务的职能，其核心作用是提供相关的技术支持，成为萨固密在全球发展最重要的支撑之一。,机构(1-12): 萨固密亚太技术研发中心; 人物(29-40): 萨固密中国投总经理陈勇; 机构(42-46): 研发中心; 机构(81-84): 萨固密,"机构-人物<萨固密亚太技术研发中心,萨固密中国投总经理陈勇>; 机构间<研发中心,萨固密>"
1071,目前，萨固密集团在全球密封条市场的份额约为15%，后续将依靠技术能力和创新能力，以更高的品质、更低的价格，服务中国和亚太地区发展，预计5年内萨固密中国区规模达到14亿元。此外，在2024年，将在重庆合川扩建产能，建设超级工厂。,机构(3-8): 萨固密集团; 国家(55-57): 中国; 国家(58-62): 亚太地区; 机构(70-76): 萨固密中国区,"国家-机构<萨固密集团,中国>; 国家-机构<萨固密集团,亚太地区>"
1072,重庆轻纺集团董事长谢英明作介绍。重庆轻纺集团供图,人物(0-12): 重庆轻纺集团董事长谢英明; 机构(16-22): 重庆轻纺集团,"机构-人物<重庆轻纺集团董事长谢英明,重庆轻纺集团>"
1073,“研发中心的建成投用是重庆轻纺集团深入实施创新驱动发展战略的又一标志性成果，为建设高质量发展的新轻纺注入了强大动力。”重庆轻纺集团董事长谢英明表示，下一步，将巩固提升萨固密亚太技术研发中心建设，提升关键核心技术原创能力和应用能力，将其打造成为引领中国汽车密封系统产业发展的国家级创新平台、支撑萨固密全球持续稳健发展的国际化技术中心。,机构(1-5): 研发中心; 机构(11-17): 重庆轻纺集团; 人物(59-71): 重庆轻纺集团董事长谢英明; 机构(83-94): 萨固密亚太技术研发中心; 机构(158-166): 国际化技术中心。,"机构间<研发中心,重庆轻纺集团>; 机构-人物<重庆轻纺集团,重庆轻纺集团董事长谢英明>; 机构间<萨固密亚太技术研发中心,国际化技术中心。>"
1074,据了解，萨固密亚太技术研发中心作为萨固密集团全球区域研发总部，将进一步增强企业全球竟争力，依托萨固密集团欧洲总部资源可为欧美全球性客户提供同步开发，立足重庆面向亚太服务全球，将为重庆汽车及零部件产业融入全球供应链体系提供更强有力支持，在建设内陆开放高地、深度融入共建“一带一路”中彰显国企担当，在带头带动区域高水平对外开放与合作，服务保障国内国际“双循环”新发展格局中体现国企价值。,机构(4-15): 萨固密亚太技术研发中心; 机构(47-56): 萨固密集团欧洲总部; 机构(142-144): 国企,"机构间<萨固密亚太技术研发中心,萨固密集团欧洲总部>"
1076,德国萨固密集团是重庆轻纺集团2011年收购的全资境外子企业，在全球14个国家拥有全资及控股企业23户、生产工厂15个，连续10年上榜“非轮胎橡胶制品全球50强”，为众多全球车企提供整车密封解决方案。作为“全球汽车密封条创新领导者”，萨固密拥有一整套领先的产品开发、模具开发、材料研发能力。,机构(0-7): 德国萨固密集团; 机构(8-14): 重庆轻纺集团,"机构间<德国萨固密集团,重庆轻纺集团>"
1078,7月中旬，日本统合幕僚长吉田圭秀、韩国联合参谋本部议长金承谦赶赴夏威夷，与美国参谋长联席会议主席马克·米利举行会谈。3国商讨如何进一步在亚太地区开展军事合作。会议期间，朝鲜成功试射“火星炮-18”型洲际弹道导弹。米利表示，“美国将坚决履行守卫日韩的承诺”。据悉，美日韩3国正加紧磋商构建情报即时共享机制。,人物(5-16): 日本统合幕僚长吉田圭秀; 人物(17-30): 韩国联合参谋本部议长金承谦; 人物(37-53): 美国参谋长联席会议主席马克·米利; 国家(112-114): 美国; 国家(121-122): 日; 国家(122-123): 韩; 人物(106-108): 米利; 国家(84-86): 朝鲜,"国家间<美国,日>; 国家间<美国,韩>; 国家-人物<米利,美国>"
1079,7月12日上午，日本航空自卫队出动4架战机与美军3架飞机在九州以西空域进行“对抗措施”训练。日本防卫省公布日美7架军机编队飞行的画面，声称“联合训练确认了自卫队与美军的即时响应机制，进一步提升了双方遏制力和应对能力”。7月13日，日本4架战机与美军2架轰炸机继续在九州以西空域进行训练。7月16日，日本海上自卫队“摩耶”号、韩国海军“栗谷李珥”号和美国海军“约翰·芬恩”号3艘宙斯盾驱逐舰在日本海举行演习，重点演练联合侦测、追踪对手导弹并共享相关情报等课目。这是继4月17日之后，美日韩3国宙斯盾舰再次在日本海举行反导情报共享方面的联合训练。,国家(8-10): 日本; 国家(22-23): 美; 国家(115-117): 日本; 国家(122-123): 美; 国家(149-151): 日本; 国家(162-164): 韩国; 国家(174-176): 美国; 国家(195-197): 日本; 国家(240-241): 美; 国家(241-242): 日; 国家(242-244): 韩3; 国家(252-254): 日本,"国家间<日本,美>; 国家间<日本,美>; 国家间<日本,日本>; 国家间<韩国,日本>; 国家间<美国,日本>; 国家间<美,日本>; 国家间<日,日本>; 国家间<韩3,日本>"
1080,据日媒报道，今年9月，日本陆上自卫队将与美国陆军在日本全国范围内的驻屯地和演习场，举行“东方之盾”大规模年度系列演习，提升两国军事力量在跨域作战能力方面的联合。美日两国长期秉持霸权执念与零和思维，持续对亚太国家造成安全威胁，其军事同盟的唯一作用便是破坏地区和平稳定。,机构(1-3): 日媒; 国家(11-13): 日本; 国家(20-22): 美国; 国家(25-27): 日本; 国家(80-81): 美; 国家(101-105): 亚太国家; 国家(81-82): 日; 机构(113-117): 军事同盟,"国家-机构<日媒,日本>; 国家间<日本,美国>; 国家间<日本,日本>; 国家间<美国,日本>; 国家间<美,亚太国家>; 国家间<日,亚太国家>; 国家-机构<美,军事同盟>; 国家-机构<日,军事同盟>"
1081,7月14日，即将于9月底卸任的米利到访日本，与日本防卫大臣滨田靖一举行会谈。滨田靖一声称，“日美同盟在印太地区应该发挥前所未有的重大作用”，显示出日本极力鼓动美国在亚太地区加大军事遏制力的意图。此外，米利还在首相官邸与岸田文雄进行交谈。岸田再次表露出强化日美同盟、与美国共同维持巩固亚太地区军事霸权的态度。米利对日本大幅增加防卫费予以肯定，并表示美国将在日本彻底拥有反击能力后，加强双方导弹攻击方面的合作。据报道，美国空军参谋长布朗将接任参联会主席一职，其在7月11日参议院军事委员会提名听证会上称，俄罗斯、朝鲜、伊朗以及暴力极端分子，是美国国家安全面临的主要挑战。,国家(19-21): 日本; 人物(15-17): 米利; 国家(51-55): 印太地区; 国家(46-50): 日美同盟; 国家(73-75): 日本; 国家(79-81): 美国; 国家(82-86): 亚太地区; 人物(100-102): 米利; 人物(109-113): 岸田文雄; 人物(118-120): 岸田; 国家(127-131): 日美同盟; 国家(133-135): 美国; 国家(141-145): 亚太地区; 国家(156-158): 日本; 人物(153-155): 米利; 国家(173-175): 美国; 国家(177-179): 日本; 人物(207-216): 美国空军参谋长布朗; 机构(234-242): 参议院军事委员会; 机构(269-275): 美国国家安全; 国家(250-253): 俄罗斯; 国家(254-256): 朝鲜; 国家(257-259): 伊朗,"国家间<日美同盟,印太地区>; 国家间<日本,美国>; 国家间<美国,亚太地区>; 国家间<日美同盟,美国>; 国家-人物<米利,美国>; 机构-人物<美国空军参谋长布朗,参议院军事委员会>"
1086,亚太森林组织、云南省林业和草原科学院、西南林业大学、中国林产工业协会、普洱林产业集团有限公司分别与斐济渔业和林业部、柬埔寨野生动植物研究所、泰国农业大学、老挝林产工业协会、大自然林业集团有限公司签署了合作协议。,机构(0-6): 亚太森林组织; 机构(7-18): 云南省林业和草原科学院; 机构(19-25): 西南林业大学; 机构(26-34): 中国林产工业协会; 机构(35-46): 普洱林产业集团有限公司; 机构(49-53): 斐济渔业; 机构(54-57): 林业部; 机构(58-69): 柬埔寨野生动植物研究所; 机构(70-76): 泰国农业大学; 机构(77-85): 老挝林产工业协会; 机构(86-97): 大自然林业集团有限公司,"机构间<亚太森林组织,斐济渔业>; 机构间<亚太森林组织,林业部>; 机构间<云南省林业和草原科学院,柬埔寨野生动植物研究所>; 机构间<西南林业大学,泰国农业大学>; 机构间<中国林产工业协会,老挝林产工业协会>; 机构间<普洱林产业集团有限公司,大自然林业集团有限公司>"
1090,这是2023年9月30日在印度尼西亚普哇加达拍摄的一列行驶中的雅万高铁高速动车组（无人机照片）。雅万高铁最高运营时速350公里，是印尼乃至东南亚的第一条高铁，将中国高质量发展成果与印尼高质量发展愿景紧密相连，为沿线城市和民众带来加速奔向美好生活的新机遇。,国家(13-18): 印度尼西亚; 国家(80-82): 中国; 国家(90-92): 印尼; 机构(48-52): 雅万高铁,"国家间<中国,印尼>; 国家-机构<印度尼西亚,雅万高铁>"
1091,这是2022年12月8日在泰国乌汶府诗琳通水库拍摄的浮体光伏项目（无人机照片）。中泰两国联合修建的浮体光伏项目2021年10月投入商业运营。中国制造的电池板不断将日光转化为清洁电能，输送至当地千家万户。,国家(13-15): 泰国; 人物(15-20): 乌汶府诗琳; 国家(40-41): 中; 国家(41-42): 泰,"国家-人物<泰国,乌汶府诗琳>; 国家间<中,泰>"
1092,这是2023年2月14日拍摄的位于智利中部沿海的蓬塔谢拉风电场。蓬塔谢拉风电场是中国在智利投资建设的首个风电场，2018年正式投产发电，可满足13万户家庭的用电需求，同时每年还能减少15.7万吨碳排放。,国家(17-19): 智利; 机构(24-31): 蓬塔谢拉风电场; 国家(40-42): 中国; 国家(43-45): 智利,"国家-机构<智利,蓬塔谢拉风电场>; 国家间<中国,智利>"
1093,2023年9月15日，在越南多乐省一家榴莲加工厂，工人在给即将出口到中国的榴莲包装贴牌。随着《区域全面经济伙伴关系协定》红利释放，中国—东盟贸易规模进一步扩大。越来越多东盟国家的优质水果便捷地进入中国市场，走上消费者的餐桌。,国家(12-14): 越南; 机构(19-24): 榴莲加工厂; 国家(34-36): 中国; 国家(65-67): 中国; 国家(68-70): 东盟; 国家(84-88): 东盟国家; 国家(98-100): 中国,"国家-机构<越南,榴莲加工厂>; 国家间<越南,中国>; 国家间<中国,东盟>; 国家间<东盟国家,中国>"
1094,2023年11月7日，秘鲁羊驼毛制品手艺人马马尼大叔在中国上海举办的第六届进博会上展示羊驼玩偶制作工艺。秘鲁特色羊驼毛制品连续六届在进博会上亮相，收获大量订单。进博会大舞台让秘鲁传统手艺人有了更广阔的发展空间。,人物(11-26): 秘鲁羊驼毛制品手艺人马马尼大叔; 国家(27-29): 中国,"国家-人物<中国,秘鲁羊驼毛制品手艺人马马尼大叔>"
1095,这张拼版照片中，左图为2023年3月22日在中国云南省开远市，花农李兰英在采摘鲜花；右图为2023年4月3日在日本埼玉县三乡市，经营花卉公司的小西武为订货的花店送花。中国云南有着亚洲最大的鲜切花交易市场，一年可以卖出110亿枝鲜切花。春季云南大量鲜花进入盛花期，各类鲜花通过冷链物流陆续进入日本市场，成为当地人生活的美丽点缀。,国家(22-24): 中国; 人物(31-36): 花农李兰英; 国家(55-57): 日本; 人物(71-74): 小西武; 国家(83-85): 中国; 国家(145-147): 日本,"国家-人物<中国,花农李兰英>; 国家-人物<日本,小西武>; 国家间<中国,日本>"
