Entity,Relation,Sentiment
国际竞争力中心亚太分中心,"机构间<上海市软科学基地“上海市知识竞争力与区域发展研究中心”,上海交通大学>",positive
上海交通大学,"机构间<国际竞争力中心亚太分中心,上海交通大学>",positive
上海交通大学,"机构-人物<上海交通大学,解志韬>",positive
解志韬,"机构-人物<上海科技发展研究中心,副主任汤天波>",positive
上海市软科学研究基地知识竞争力与区域发展研究中心,"机构-人物<上海市软科学研究基地知识竞争力与区域发展研究中心,罗守贵>",positive
上海交通大学安泰经济与管理学院,"机构-人物<上海交通大学安泰经济与管理学院,罗守贵>",positive
罗守贵,"国家-机构<中国,知识密集制造业>",positive
中国,"国家间<中国,亚太各成员>",positive
亚太各成员,"国家间<中国,亚太命运共同体>",positive
亚太命运共同体,"国家间<亚太各成员,亚太命运共同体>",positive
习近平主席,"机构-人物<亚太经合组织第二十八次领导人非正式会议,习近平主席>",positive
亚太地区,"国家-人物<中国,习近平主席>",positive
习近平主席,"国家间<中国,110多个国家>",positive
中国,"国家间<中国,发展中国家>",positive
110多个国家,"国家间<中国,各成员>",positive
中国,"国家间<中国,亚太地区>",positive
习近平主席,"国家间<中国,亚太地区>",positive
中国,"国家间<中国,亚太地区>",positive
习近平主席,"机构-人物<习近平主席,七十六届联合国大会>",positive
七十六届联合国大会,"机构-人物<亚太经合组织领导人非正式会议,习近平主席>",positive
亚太经合组织领导人非正式会议,"国家间<中方,亚太>",positive
习近平主席,"国家-人物<习近平主席,中国>",positive
亚太地区,"国家间<中国,发展中国家>",positive
中方,"国家间<中国,亚太地区>",positive
中国,"国家间<中国,亚太各成员>",positive
亚太各成员,"国家间<中国,亚太命运共同体>",positive
亚太命运共同体,"国家间<亚太各成员,亚太命运共同体>",positive
中国,"国家-机构<中国,亚太经合组织>",positive
亚太经合组织,"国家间<中国,亚太>",positive
国家主席习近平,"机构-人物<亚太经合组织第二十八次领导人非正式会议,国家主席习近平>",neutral
亚太各成员,"国家间<中方,发展中国家>",positive
中国,"国家-机构<中方,亚太经合组织>",positive
中方,"国家间<中方,各成员>",positive
中方,"国家间<亚太,中方>",positive
亚太经合组织,"国家-机构<亚太经合组织,中国>",positive
中方,"国家间<中方,发展中国家>",positive
发展中国家,"国家间<中方,各国>",positive
习近平,"机构-人物<中国共产党,习近平>",positive
中国共产党,"国家间<中国,亚太各成员>",positive
中国共产党,"国家-机构<中国共产党,中国>",positive
中方,"国家间<中方,亚太各成员>",positive
新西兰,"国家-人物<新西兰,总理阿德恩>",positive
美方,"国家间<美方,特定国家>",positive
特定国家,"国家间<美方,中国>",positive
美国,"国家间<美国,亚太地区>",negative
亚太地区,"国家间<美,日>",negative
美,"国家间<美,印>",negative
日,"国家间<美,澳>",negative
印,"国家间<日,印>",negative
澳,"国家间<日,澳>",negative
中国,"国家间<中国,美方>",positive
美国,"国家间<美国,亚太地区>",positive
亚太地区,"国家间<美国,英国>",positive
美国,"国家间<美国,澳大利亚>",positive
英国,"国家间<英国,澳大利亚>",positive
澳大利亚,"国家间<美,澳>",positive
美,"国家间<英,澳>",positive
中国社科院亚太与全球战略研究院,"机构-人物<中国社科院亚太与全球战略研究院,研究员张洁>",positive
研究员张洁,"国家-人物<拜登,美国>",positive
美,"国家间<中国,美国>",positive
美国,"国家间<美国,亚太地区>",negative
亚太地区,"国家间<美国,地区国家>",negative
中国国际问题研究院亚太研究所,"机构-人物<中国国际问题研究院亚太研究所,副所长张腾军>",neutral
美国,"机构-人物<	“南海战略态势感知计划”,胡波>",positive
“南海战略态势感知计划”,"国家间<美国,亚洲地区中小国家>",positive
胡波,"国家间<中,美>",positive
美,"国家间<美,印度尼西亚>",positive
英,"国家间<澳,印度尼西亚>",positive
澳,"国家间<英,印度尼西亚>",positive
印度尼西亚,"国家间<美,马来西亚>",positive
马来西亚,"国家间<澳,马来西亚>",positive
印尼,"国家间<英,马来西亚>",positive
澳方,"国家间<印尼,澳方>",positive
马来西亚,"国家-人物<马来西亚,总理伊斯迈尔>",positive
张腾军,"国家间<华,美国>",negative
华,"国家间<其他国家,中国>",negative
印度,"国家-人物<印度,学者拉贾·莫汉>",neutral
印度,"国家-机构<印度,印度政府>",neutral
美国,"国家间<	美国,亚太地区>",negative
亚太地区,"国家间<	美国,印方>",negative
印方,"机构-人物<印度观察家研究基金会,资深研究员哈什·潘特>",negative
印度观察家研究基金会,"国家间<“澳英美联盟”,印度>",negative
中国,"国家间<中国,世界各国>",positive
日本,"国家-人物<日本,岸田文雄>",neutral
岸田文雄,"国家-人物<韩国,尹锡悦>",neutral
韩,"国家间<韩,日>",positive
日,"国家间<韩方,日>",positive
韩,"国家间<韩,日>",negative
日,"国家间<美国,韩>",negative
美国,"国家间<美国,日>",negative
岸田,"国家-人物<日方,岸田>",negative
日方,"国家-人物<韩国,尹锡悦>",negative
韩国,"国家间<韩国,日本>",neutral
日本,"国家-人物<日本,岸田>",positive
中国社科院亚太与全球战略研究院,"机构-人物<中国社科院亚太与全球战略研究院,研究员王俊生>",neutral
研究员王俊生,"国家间<日方,韩国>",neutral
日方,"国家间<韩方,日>",neutral
韩国,"国家-人物<日方,岸田>",neutral
王俊生,"国家间<日,韩>",neutral
岸田,"国家间<日,朝鲜>",neutral
日,"国家-人物<岸田,日>",neutral
韩,"国家间<日,美国>",neutral
朝鲜,"国家间<美国,华>",neutral
美国,"国家间<美,日>",neutral
华,"国家间<美,韩>",neutral
美,"国家间<日,韩>",neutral
韩,"国家间<韩,日>",positive
日,"国家间<韩国,日本>",positive
美,"国家间<美,日>",neutral
日,"国家间<美,韩国>",neutral
美国,"国家间<美国,韩国>",positive
日,"国家间<韩国,日>",positive
韩,"国家间<韩,日>",neutral
日,"国家间<韩,美国>",neutral
美国,"国家间<日,美国>",neutral
美国,"国家间<美国,日>",neutral
日,"国家间<美国,韩>",neutral
韩,"国家间<美国,中国>",neutral
美国,"国家间<美,日>",neutral
日,"国家间<美,韩>",neutral
美,"国家间<韩,日>",neutral
日本,"国家间<日,韩>",neutral
美,"国家间<美,日>",positive
日,"国家间<美,韩>",positive
韩,"国家间<日,韩>",positive
美国,"国家间<美国,中国>",positive
中国,"国家间<韩国,朝>",positive
美国,"机构-人物<国家主席习近平,亚太经合组织第三十次领导人非正式会议>",positive
习近平,"国家间<亚太地区领导人,亚太>",positive
亚太经合组织,"机构-人物<亚太经合组织,习近平>",positive
中国,"国家间<中国,亚太经合组织>",positive
中国,"国家-机构<中国,第三届“一带一路”国际合作高峰论坛>",positive
中国,"国家间<中国,亚太经合组织>",positive
中国,"国家间<中国,亚太经合组织>",positive
亚太经合组织,"国家间<中国,亚太>",positive
习近平,"国家-人物<中国,习近平>",positive
中国,"国家间<中国,世界各国>",positive
中国,"国家间<中国,各方>",positive
中国,"国家间<中国,亚太>",positive
美国,"国家-人物<美国,总统拜登>",neutral
习近平,"机构-人物<亚太经合组织,习近平>",positive
亚太经合组织,"国家间<亚太地区领导人,亚太>",positive
中国,"国家-机构<中国,第三届“一带一路”国际合作高峰论坛>",positive
中国,"国家间<中国,亚太经合组织>",positive
亚太经合组织,"国家间<中国,亚太>",positive
中国,"国家间<中国,亚太经合组织>",positive
亚太经合组织,"国家间<中国,亚太>",positive
习近平,"国家-人物<中国,习近平>",positive
中国,"国家间<中国,世界各国>",positive
中国,"国家间<中国,各方>",positive
中国,"国家间<中国,亚太>",positive
美国,"国家-人物<美国,总统拜登>",neutral
亚太地区,"国家间<亚太地区,中国>",positive
中国,"国家-人物<中国,习近平主席>",positive
习近平主席,"国家间<中国,亚太地区>",positive
中国,"国家间<中国,亚太地区>",positive
中国,"国家间<中国,世界各国>",positive
世界各国,"机构-人物<俄罗斯-亚洲工业家和企业家联盟,主席曼克维奇>",positive
柬埔寨皇家科学院国际关系研究所,"机构-人物<柬埔寨皇家科学院国际关系研究所,所长金平>",positive
所长金平,"机构-人物<亚太经合组织领导人非正式会议,习近平主席>",positive
习近平主席,"国家间<中国,全球>",positive
亚太经合组织领导人非正式会议,"国家间<中国,各国>",positive
中国,"国家间<中国,亚太地>",positive
中国,"国家间<中国,亚太地区>",positive
亚太地区,"国家间<中国,世界各国>",positive
中国,"机构-人物<智利塔拉帕卡大学,经济学家费尔南多·卡夫拉莱斯>",positive
世界各国,"国家间<中国,阿根廷>",positive
智利塔拉帕卡大学,"国家间<中国,等拉美国家>",positive
经济学家费尔南多·卡夫拉莱斯,"国家间<太平洋国家,中国>",positive
习近平主席,"国家-人物<中国,习近平主席>",positive
亚太共同体,"国家间<中国,亚太共同体>",positive
墨西哥城自治大学,"机构-人物<墨西哥城自治大学,国际政治研究员爱德华多·齐利>",positive
国际政治研究员爱德华多·齐利,"国家-人物<中国,习近平主席>",positive
中国,"机构-人物<新加坡国立大学,李光耀>",positive
新加坡国立大学,"机构-人物<公共政策学院,副教授顾清扬>",positive
李光耀,"国家间<中国,全球>",positive
中国,"国家-机构<中国,第三届“一带一路”国际合作高峰论坛>",positive
第三届“一带一路”国际合作高峰论坛,"机构间<中国金融机构,中外企业>",positive
卢旺达,"国家-人物<卢旺达,国际经济学教授埃吉德·卡鲁兰加>",positive
沙特,"国家-人物<沙特,专家阿卜杜勒·阿齐兹·沙巴尼>",positive
专家阿卜杜勒·阿齐兹·沙巴尼,"机构间<沙特阿拉伯红海综合智慧能源项目,中国国家电投黄河公司>",positive
中国,"国家间<中国,共建国家>",positive
新西兰,"国家-机构<新西兰,亚太经合组织工商咨询理事会>",positive
亚太经合组织工商咨询理事会,"机构-人物<亚太经合组织工商咨询理事会,成员布雷特·赖利>",positive
成员布雷特·赖利,"国家间<中国,新西兰>",positive
老挝,"国家间<中国,马来西亚>",positive
印度尼西亚,"国家间<中国,老挝>",positive
中国,"国家间<中国,印度尼西亚>",positive
马来西亚,"国家间<中国,泰国>",positive
泰国鲁班工坊,"国家间<中国,地区国家>",positive
泰国,"国家-机构<泰国,泰国鲁班工坊>",positive
中国,"机构-人物<《哈萨克斯坦实业报》,科尔茹姆巴耶夫>",positive
习近平主席,"国家-人物<中国,习近平主席>",positive
中国,"国家间<中国,世界各国>",positive
中国,"国家间<中国,亚太>",positive
习近平主席,,positive
亚太,,positive
金平,,positive
习近平主席,,positive
习近平主席,"国家-机构<萨佐德韦格研究所,匈牙利>",positive
亚太地区,"机构-人物<萨佐德韦格研究所,基塞伊·佐尔坦>",positive
匈牙利,"国家间<中国,亚太地区>",positive
阿根廷拉普拉塔国立大学中国研究中心,"机构-人物<阿根廷拉普拉塔国立大学中国研究中心,研究员塞巴斯蒂安·舒尔茨>",positive
研究员塞巴斯蒂安·舒尔茨,"国家间<中国,发展中国家>",positive
中国,"国家-人物<中国,习近平主席>",positive
发展中国家,"国家间<中国,世界>",positive
中国,"国家间<中国,亚太地区>",positive
亚太地区,"机构-人物<埃及金字塔政治和战略研究中心,亚洲事务研究专家艾哈迈德·坎迪勒>",positive
埃及金字塔政治和战略研究中心,"国家间<中国,亚太地区>",positive
亚洲事务研究专家艾哈迈德·坎迪勒,"国家间<中国,全世界>",positive
